,SN_x,Row#,Tree#,Species_x,diam_in_1,Unnamed: 0,date,lat,lon,tree_id,diam_app,height_app,species,height_url,diam_url,parcel_id,notes,row,tree_idx,height_in_1,SN_y,Species_y,Height (ft),diam_in_2,height_in_2
36,17,4,1,Honeylocust,12.2,0.0,2022-10-17 15:28:09.887,37.19924570891757,-80.57565390579877,5148462A-3FDA-4FA6-A0DF-6013C3853A1F,10.74605335400799,253.0309158986009,Honey locust,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2FDBC841D7-D2B8-4CB4-A8C3-6BEFCF24897E.png?alt=media&token=e7097d50-a9e4-4821-9aae-5724b9b42926,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2FE9F83A95-DC52-4F05-B47D-282B4458ABCE.png?alt=media&token=73239d21-445c-4294-9cd1-85ac50a6c323,5F2EA33C-65AD-4826-BF5C-D585E410C877,R4P1,4.0,1.0,529.2,17,Honeylocust,45.8,12.2,549.5999999999999
37,17,4,1,Honeylocust,12.2,0.0,2022-10-26 18:37:31.669,37.19905337426803,-80.575694224891,937C848E-B25E-4528-B1CE-65216694B5C4,11.34794762754065,405.9757397869441,Honey locust,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F5A7EDD18-8581-4BC0-813E-2B9093A1F425.png?alt=media&token=a68cc084-8042-4150-bf45-bd4cfd9b1f2d,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F1C9AAB9E-7498-465E-8E1A-DA4BC1B649E0.png?alt=media&token=fbb8c369-b51a-4278-b157-18c4ab9aba63,A57E7C65-8B5C-43B2-9110-5A6A4ECFBC35,R4P1,4.0,1.0,529.2,17,Honeylocust,45.8,12.2,549.5999999999999
38,18,4,2,Honeylocust,9.5,0.0,2022-10-17 15:03:22.762,37.1993813105274,-80.57560248307936,A0451D8C-EA2B-419D-835F-77396E0D60FA,9.412599478180953,269.2476407749447,Black Walnut,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2FCC62A5DA-5765-40D7-A94C-D9505D8ECDAF.png?alt=media&token=5950b2c2-0f90-4503-99c1-4cc40b869c1f,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2FF9C47601-EED3-4CCD-845D-2C2D125E1854.png?alt=media&token=722b7748-9f52-4f0f-9a68-6237502e2957,48A3274A-5E61-4644-8C5E-0E856E87AF4F,R4; P2,4.0,2.0,385.20000000000005,18,Honeylocust,32.9,9.6,394.79999999999995
39,18,4,2,Honeylocust,9.5,0.0,2022-10-17 15:30:16.128,37.19934046079311,-80.57557564160584,70B9C06F-46B7-4A82-93B6-0ABB515FAE34,8.50551182360161,244.4692859499473,Honey locust,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F91725195-8BB7-45B0-B49A-23AA93CA5590.png?alt=media&token=dde104d6-cfa3-4d9f-97f3-cf056542483d,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F0521A151-1CB0-417B-9451-FB875B718DE3.png?alt=media&token=c0fb6a62-9628-42df-bbfb-705a07e53420,5F2EA33C-65AD-4826-BF5C-D585E410C877,R4P2,4.0,2.0,385.20000000000005,18,Honeylocust,32.9,9.6,394.79999999999995
40,18,4,2,Honeylocust,9.5,0.0,2022-10-26 18:36:03.326,37.19932079318663,-80.57548278950205,628AADCC-6E20-44C6-B15A-882468629EAF,9.149477824451417,331.9790982824611,Honey locust,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F15DA1CBB-B4AD-44D6-BCF1-C3E0E9EDB19E.png?alt=media&token=139bc1b2-d147-40a9-a06a-7faee89412d4,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F0D5BCEE1-7AA5-4125-8876-52B5446DACA5.png?alt=media&token=7a131e34-56e0-4f90-93ba-b2e227e9d9d5,A57E7C65-8B5C-43B2-9110-5A6A4ECFBC35,R4P2,4.0,2.0,385.20000000000005,18,Honeylocust,32.9,9.6,394.79999999999995
41,19,4,3,Honeylocust,9.2,0.0,2022-10-17 15:05:52.786,37.19943692445494,-80.57553542785399,8310AF15-E035-4358-830D-E6E2320D380D,8.4729950259051,264.7420928234191,Black Walnut,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2FE3A1BD0B-AA95-46BE-817C-FBEB149658D9.png?alt=media&token=2b56c14f-820e-4855-b52b-f51aebd1e1d4,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F433AE5BB-39A6-4A5B-B3BD-BBF425A10E29.png?alt=media&token=d9e14e67-273e-407d-9f3c-eb426cc9b7bf,48A3274A-5E61-4644-8C5E-0E856E87AF4F,R4; P3,4.0,3.0,432.0,19,Honeylocust,35.0,9.3,420.0
42,19,4,3,Honeylocust,9.2,0.0,2022-10-17 15:32:06.434,37.19943308227428,-80.57549527786215,202B7ACB-97EC-4640-829A-74C1484EB440,8.536018724516621,305.3345454959419,Honey locust,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F20544945-74E1-45FE-994E-00BDB940EDB0.png?alt=media&token=eaa9802d-c755-4ad5-ae38-c10e70a19ac8,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2FA8A04B9B-ECF0-495B-8AE7-D12B772D1C6D.png?alt=media&token=3b7c1268-4661-4127-a6db-1aebf8c33121,5F2EA33C-65AD-4826-BF5C-D585E410C877,R4P3,4.0,3.0,432.0,19,Honeylocust,35.0,9.3,420.0
43,19,4,3,Honeylocust,9.2,0.0,2022-10-26 18:33:58.124,37.19956977762021,-80.57535245090776,00919ED6-0F4C-4CA9-BC28-BFB9B7220456,8.799670718786285,336.5745694618525,Honey locust,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F510B8D98-892B-432B-B5B9-032BE6A0E496.png?alt=media&token=419b3a40-3f6b-42fc-822a-ee5d80e34504,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F0B990D34-F3D2-42E4-90D7-55E33D75468D.png?alt=media&token=d1984442-8501-4f25-908b-78dc5514d925,A57E7C65-8B5C-43B2-9110-5A6A4ECFBC35,R4P3,4.0,3.0,432.0,19,Honeylocust,35.0,9.3,420.0
44,20,4,4,Honeylocust,12.4,0.0,2022-10-17 15:25:27.481,37.19917012847698,-80.57557457134178,6BCCC262-4D13-4D11-8DE5-39886D4196AA,11.24174341442078,364.6523182786356,Black Walnut,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F6BE1A0A5-5C83-4B53-953D-279FFD8BF4AF.png?alt=media&token=7000d2e4-207c-4628-83cc-6c82a5d62d41,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2FD689E688-9AB0-4165-922C-ED3C4CC1CD98.png?alt=media&token=8e07c156-4db6-4cdd-812e-2ebd8f85354d,48A3274A-5E61-4644-8C5E-0E856E87AF4F,R4; p4,4.0,4.0,567.5999999999999,20,Honeylocust,52.4,12.3,628.8
45,20,4,4,Honeylocust,12.4,0.0,2022-10-17 15:34:33.665,37.19950605751971,-80.5754167942366,9E4AC524-3DDD-418F-BF5C-D0ED6875D8D8,12.52241608664746,331.7058367992011,Honey locust,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2FEA1C82DF-2293-4459-83A6-E9301A1DC681.png?alt=media&token=2661d4e8-1387-49b7-a808-ed2072dd1fef,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2FD38E3DA6-F62E-4C15-893B-509F42036F8C.png?alt=media&token=6eca7094-401b-468d-9f65-fac165d36d50,5F2EA33C-65AD-4826-BF5C-D585E410C877,R4P4,4.0,4.0,567.5999999999999,20,Honeylocust,52.4,12.3,628.8
46,21,4,5,Honeylocust,6.7,0.0,2022-10-17 15:27:35.044,37.19941656286105,-80.57549945183878,5845A8D4-6FDF-4895-9BDC-2E46E0203278,6.597560691082571,221.558706028255,Honey locust,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F5BBB11ED-5816-4227-B5E6-BE0AB3CE5038.png?alt=media&token=4fe32ee7-ffa4-443d-901a-4520a15951dc,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F6D882E3F-B5FF-4761-B58C-6E0F0EE7DC59.png?alt=media&token=aaf555c5-4760-4710-a70a-2b3718127957,48A3274A-5E61-4644-8C5E-0E856E87AF4F,R4;p5,4.0,5.0,278.4,21,Honeylocust,23.1,6.7,277.20000000000005
47,21,4,5,Honeylocust,6.7,0.0,2022-10-17 15:36:26.695,37.19961582996951,-80.57534845307615,87AB797F-6A9B-4F4A-BEB8-A35331978404,6.655973242962455,245.3212850675808,Honey locust,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F234C0359-806F-414B-949A-936228CB3E4B.png?alt=media&token=74dbbe6e-e0ac-4460-bca7-abc5f0e2b92f,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F8EE513DB-9E9F-4725-9D81-5D0A571DB14A.png?alt=media&token=c8c56e4e-e089-4ad7-98b0-3737a1e4c532,5F2EA33C-65AD-4826-BF5C-D585E410C877,R4P5,4.0,5.0,278.4,21,Honeylocust,23.1,6.7,277.20000000000005
48,21,4,5,Honeylocust,6.7,0.0,2022-10-26 18:30:46.500,37.19957250173874,-80.57515991859191,FF7950F1-0596-4905-8916-3910752C2C20,6.81645112244163,238.0153137867845,Honey locust,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2FBF2D2BB8-89F2-46FA-B62B-D637CA54E28C.png?alt=media&token=939c98ee-f2ac-4473-972b-addfa7ad5da1,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F0A0C9EB3-0B21-4D20-A576-278DC0F01F9F.png?alt=media&token=152dbeaf-3067-40ae-b6f7-511a1aef0eac,A57E7C65-8B5C-43B2-9110-5A6A4ECFBC35,R4P5,4.0,5.0,278.4,21,Honeylocust,23.1,6.7,277.20000000000005
49,22,4,6,Honeylocust,11.6,0.0,2022-10-17 15:29:32.907,37.1996056940753,-80.57514684282296,02FEC762-DC3E-4753-927D-BC9F27AFEC87,11.50140729476148,322.3247603168638,Honey locust,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F3CC64524-77B9-4A23-8D06-5B16EDB63B90.png?alt=media&token=4d0726b6-ef34-4e86-95d0-0b2bf54bd435,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F67A9F416-4AFC-44CB-83D3-63EA7313BF0E.png?alt=media&token=f057f22b-a7b8-4b2d-aed0-9622cd006460,48A3274A-5E61-4644-8C5E-0E856E87AF4F,R4;p6,4.0,6.0,511.20000000000005,22,Honeylocust,35.6,12.0,427.20000000000005
50,22,4,6,Honeylocust,11.6,0.0,2022-10-17 15:39:17.414,37.19971071932204,-80.57520392358356,B034FCED-0188-44B6-BBD6-D14568A83A11,9.802812783736883,267.3269820025587,Honey locust,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F8D7E0585-E9F4-462D-9145-2FEB8E7BFB1A.png?alt=media&token=a448d838-1e62-41ba-85fe-ef5bc3b4b444,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2FFF5987C9-30EF-48C8-9EDD-84728BF31944.png?alt=media&token=55a37f91-7172-4229-8d96-cb82361fec18,5F2EA33C-65AD-4826-BF5C-D585E410C877,R4P6,4.0,6.0,511.20000000000005,22,Honeylocust,35.6,12.0,427.20000000000005
51,22,4,6,Honeylocust,11.6,0.0,2022-10-26 18:29:23.047,37.19970109503284,-80.57522951814099,E26398DD-EB65-4291-BDC2-D93C21239DC6,10.81104001660985,294.0111085185854,Honey locust,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F3DA2DD79-BE5C-4CC7-9FEE-7F45F23F4A5C.png?alt=media&token=4ecc2bbe-ea00-4ba4-a87a-38c153c6d6eb,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2FDE057264-0191-4079-99EA-2EE3252E5A3B.png?alt=media&token=73d45673-e4af-4169-9250-a124c4aa5d8a,A57E7C65-8B5C-43B2-9110-5A6A4ECFBC35,R4P6,4.0,6.0,511.20000000000005,22,Honeylocust,35.6,12.0,427.20000000000005
52,23,5,1,Honeylocust,9.3,0.0,2022-10-17 15:51:40.633,37.19932980373241,-80.57571019053512,9830B3C9-EA34-4E26-8CD4-53AA17C97B4C,9.030599997738216,247.7060340520904,Honey locust,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F41C7311B-E8C1-46B8-93F0-0F6486DFBC86.png?alt=media&token=145f8798-fb60-430d-8908-af2143c9d282,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F512F1D5D-1089-430C-8FD6-5A742DCF9C11.png?alt=media&token=a33c354f-9710-4433-964f-80c383a9d31e,5F2EA33C-65AD-4826-BF5C-D585E410C877,R5P1,5.0,1.0,355.20000000000005,23,Honeylocust,36.3,9.3,435.59999999999997
53,23,5,1,Honeylocust,9.3,0.0,2022-10-26 18:39:23.596,37.19929329343915,-80.57577521640435,4E58A231-F68C-46D8-9FEA-DBC50E7F354F,8.609296651337091,258.5852052283099,Honey locust,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F7C6BC7F5-03E0-4963-AC57-DE71D519D6D4.png?alt=media&token=eb467c59-bb13-450f-a7a3-b42e84f51f78,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F436A785B-85B4-414E-B4E1-0053BFFCE79C.png?alt=media&token=3fcf1b49-c938-4452-a8d1-0d6f46edf70d,A57E7C65-8B5C-43B2-9110-5A6A4ECFBC35,R5P1,5.0,1.0,355.20000000000005,23,Honeylocust,36.3,9.3,435.59999999999997
54,24,5,2,Honeylocust,14.4,0.0,2022-10-17 15:50:32.273,37.1994442167107,-80.57555822663062,FB38E872-B8A9-4773-8F3B-1208FFC08F0D,13.53076945139667,363.6801336693952,Honey locust,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F3FC79902-28D0-48BF-AD1F-91684DCB2EEF.png?alt=media&token=92cbf230-151e-440d-a86c-d64ab3135dc6,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F5C4117DE-A9B5-422A-A9AD-00C9F8B90F80.png?alt=media&token=b9e9570a-30a4-4f9b-aa41-2ad70184fcde,5F2EA33C-65AD-4826-BF5C-D585E410C877,R5P2,5.0,2.0,615.5999999999999,24,Honeylocust,44.1,14.4,529.2
55,24,5,2,Honeylocust,14.4,0.0,2022-10-26 18:40:43.339,37.19932992946107,-80.5757318996643,D2C90408-732A-4A5A-8D04-E4EC20618E7B,13.80872304045309,426.6943894033357,Honey locust,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2FFA95CD25-2B1B-4857-B565-4F937F510DAA.png?alt=media&token=42c7ce4f-c92d-43ff-af89-7382dd777f80,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F8D680919-ACC0-4032-B01F-154F075949A0.png?alt=media&token=6448fc10-8996-48ae-9bed-b078c82be139,A57E7C65-8B5C-43B2-9110-5A6A4ECFBC35,R5P2,5.0,2.0,615.5999999999999,24,Honeylocust,44.1,14.4,529.2
56,25,5,3,Honeylocust,11.2,0.0,2022-10-17 15:49:01.071,37.19960783146075,-80.57545823052578,28A9C95E-8E6C-4829-94F7-341812657177,10.56534098827933,327.0708669827679,Honey locust,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F7B3B9BCE-F899-485D-9763-EF881CC728E5.png?alt=media&token=932e262d-90ef-431c-8051-1e71d47f3798,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F07E23CEE-CEC9-42AF-972C-4CA1B15AD335.png?alt=media&token=d3e2f38f-50b9-4eb7-b321-9c2593255d07,5F2EA33C-65AD-4826-BF5C-D585E410C877,R5P3,5.0,3.0,538.8,25,Honeylocust,41.0,11.2,492.0
57,25,5,3,Honeylocust,11.2,0.0,2022-10-26 18:42:03.670,37.19935444652774,-80.57553534403496,FCB98699-F1EB-4930-B19B-E3108DBCB490,10.70748398623129,347.7062390545222,Honey locust,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2FE7EB253A-2D68-4ABD-92AF-8B41C3A07F6D.png?alt=media&token=c5635106-9dd9-446c-851c-364bab131274,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2FD4290086-A3AD-4D98-BC8D-61AD176E0508.png?alt=media&token=1c80b253-7333-48e1-a35b-f34bbace3371,A57E7C65-8B5C-43B2-9110-5A6A4ECFBC35,R5P3,5.0,3.0,538.8,25,Honeylocust,41.0,11.2,492.0
58,26,5,4,Honeylocust,5.3,0.0,2022-10-17 15:47:37.359,37.19961093276478,-80.575649086461,92192906-697E-43D1-A2D4-2F27AD4323BC,5.033381107285267,164.1601464879794,Honey locust,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2FF8ED163D-689D-4FE4-8609-C1E39A691717.png?alt=media&token=3de0a596-5fa3-40ea-8af4-c27539fd9ca5,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F2237BBB7-84FC-4440-AB87-43E39811E6F5.png?alt=media&token=b398fab1-cd27-4864-a77f-48e09545dfba,5F2EA33C-65AD-4826-BF5C-D585E410C877,R5P4,5.0,4.0,258.0,26,Honeylocust,22.8,5.4,273.6
59,26,5,4,Honeylocust,5.3,0.0,2022-10-26 18:43:19.488,37.19957737284825,-80.57552417365737,9B6D73D0-9E24-4C10-AD1C-2996580C2427,4.905572263743934,236.1880700419268,Honey locust,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2FFD7DA982-21A5-4552-8EA8-B186FFCFEFFD.png?alt=media&token=4d7beddb-27d4-46e0-9705-0f85a553846d,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2FB8938A7F-DC95-45EE-88B9-06EB37A57F85.png?alt=media&token=e7d93313-78aa-4f19-9ba9-fb50bea9c56c,A57E7C65-8B5C-43B2-9110-5A6A4ECFBC35,R5P4,5.0,4.0,258.0,26,Honeylocust,22.8,5.4,273.6
60,27,5,5,Honeylocust,8.3,0.0,2022-10-17 15:42:29.043,37.19967816444368,-80.57544376439476,03743772-0544-404C-A9B2-C7051BD44226,8.174567006704375,238.955828148549,Honey locust,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2FD0070E90-BA2B-4D3F-B5BB-F704BBCF943F.png?alt=media&token=10e9c7bd-d9ee-4b8b-b212-15e3e56a056a,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F56F2CFF7-158F-4164-A55F-72BDF909084F.png?alt=media&token=6ca3c323-e77e-4bef-a31a-bc2c0216b33b,5F2EA33C-65AD-4826-BF5C-D585E410C877,R5P5,5.0,5.0,333.59999999999997,27,Honeylocust,36.5,8.2,438.0
61,27,5,5,Honeylocust,8.3,0.0,2022-10-26 18:44:33.747,37.19962086532018,-80.57547583252244,C460C7D6-B3B8-43EF-AC3E-C4EC3A9CF9AC,7.361346694428152,269.2848866380106,Honey locust,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2FBAF4B034-4452-4AF0-8A20-24C8E208BD2B.png?alt=media&token=41104920-b688-4f0b-9f85-ea605b93d41c,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F82BE7BF5-E631-4901-83E1-94B4DA03DBE3.png?alt=media&token=692b973c-9767-42c3-8ee7-746d3f8bd7db,A57E7C65-8B5C-43B2-9110-5A6A4ECFBC35,R5P5,5.0,5.0,333.59999999999997,27,Honeylocust,36.5,8.2,438.0
62,28,5,6,Honeylocust,10.5,0.0,2022-10-17 15:40:48.628,37.19980893103963,-80.5754077872293,3323D945-07D7-40B5-8EC0-924422B79FF5,8.484844382353655,343.3117153137688,Honey locust,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2FF65EE0EA-0970-4473-B744-384E6195DC63.png?alt=media&token=127ec9a7-79a7-428c-9949-02a1314a82ed,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2FFDB99AB0-C8CA-4432-BE99-5869FB8D35ED.png?alt=media&token=0b60c4b2-dd24-4f57-990d-8b8116336abd,5F2EA33C-65AD-4826-BF5C-D585E410C877,R5P6,5.0,6.0,450.0,28,Honeylocust,34.7,10.5,416.40000000000003
63,28,5,6,Honeylocust,10.5,0.0,2022-10-26 18:45:48.857,37.19970424383023,-80.57545606682105,43801C84-E3D6-4BAF-B1EA-79BD781E8DDC,9.473860850484353,286.1130894638422,Honey locust,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2FF54AD4F7-FD4F-4ACE-8A89-F5CA677BEF36.png?alt=media&token=fea2ae6d-9cf1-45f2-8c5d-b4440b027e96,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F6C5C4D97-F2D6-48E6-B3D6-8EEEAE82C974.png?alt=media&token=8e327e92-61f1-4b1b-8038-a214174a1834,A57E7C65-8B5C-43B2-9110-5A6A4ECFBC35,R5P6,5.0,6.0,450.0,28,Honeylocust,34.7,10.5,416.40000000000003
64,29,6,1,Blackwalnut,17.5,0.0,2022-10-17 15:57:12.844,37.19945507127531,-80.57588595904463,8DA11D43-FE57-45BB-AABE-E3080236DD36,15.33725482272351,348.0767452810693,Black Locust,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2FC7C1B91E-669B-41D7-BB13-C460819E5834.png?alt=media&token=1d947127-7354-4abe-9d78-965ff1f756fd,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2FC5994028-4621-4C8B-A744-DD28D5DEB69B.png?alt=media&token=5be5190f-5a69-46bf-b7e8-e0c6463ac33f,5F2EA33C-65AD-4826-BF5C-D585E410C877,R6P1,6.0,1.0,788.4000000000001,29,Blackwalnut,66.3,17.5,795.5999999999999
65,29,6,1,Blackwalnut,17.5,0.0,2022-10-26 18:59:58.264,37.19944681510069,-80.575834075064,E1C0355D-4173-4268-9A0B-5FA61EBD796F,16.79761437919196,437.2369586013434,Black Walnut,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F8F95B60E-3984-4B61-B99C-F4D45E8CB855.png?alt=media&token=998d7868-dd4d-44c2-ae1b-9ace63883b42,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2FC39C0CDF-569E-4A43-910D-74C56478387A.png?alt=media&token=c4402ad4-1cc7-4e8e-8855-b0c3848f0fce,A57E7C65-8B5C-43B2-9110-5A6A4ECFBC35,R6P1,6.0,1.0,788.4000000000001,29,Blackwalnut,66.3,17.5,795.5999999999999
66,30,6,2,Blackwalnut,18.1,0.0,2022-10-17 15:36:24.443,37.19939891252406,-80.57585896931641,8FA2D386-A75E-4681-97BC-E0560C6500CA,17.08613136621911,374.5131229791116,Black Walnut,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2FFA5B51BE-36D9-466D-8B72-ECB3C9927957.png?alt=media&token=76977bbd-31ab-40a7-9546-3879a42eb910,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F65A4DD33-B090-463E-BA4D-9BFEF5044A46.png?alt=media&token=b71c2577-9a0b-41c8-9316-8cfd8c53e1a1,48A3274A-5E61-4644-8C5E-0E856E87AF4F,R6;p2,6.0,2.0,808.8000000000001,30,Blackwalnut,71.2,18.1,854.4000000000001
67,30,6,2,Blackwalnut,18.1,0.0,2022-10-17 15:59:40.046,37.1995314304132,-80.57579543449037,3C922067-605B-4D88-9C59-AD9C79F0EF81,16.4815020842815,316.2011199110136,Black Walnut,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F5BFBCD27-4284-4D61-8B67-7FF40AD73D63.png?alt=media&token=d9215973-9cd5-41da-a425-029363333467,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F86655A3B-727B-41CB-A841-972E70B870B3.png?alt=media&token=64cea458-3fea-44a5-bcb0-d3b105868af2,5F2EA33C-65AD-4826-BF5C-D585E410C877,R6P2,6.0,2.0,808.8000000000001,30,Blackwalnut,71.2,18.1,854.4000000000001
68,30,6,2,Blackwalnut,18.1,0.0,2022-10-26 18:57:36.188,37.19946219589301,-80.57580356493645,F5A35C6C-C762-4057-B4CD-219EF777A279,16.06472012564892,499.3474765086738,Black Walnut,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F8FA3FCD9-2BEF-4E5B-8DAE-D580F26CE451.png?alt=media&token=d2d88ab3-e2a4-4146-9ff5-a2f14c77bd90,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2FEE3F9F3B-54A0-4475-87EB-E4BEE9A46A14.png?alt=media&token=fed93279-9a4c-4ed9-bce6-f54c8fd233d0,A57E7C65-8B5C-43B2-9110-5A6A4ECFBC35,R6P2,6.0,2.0,808.8000000000001,30,Blackwalnut,71.2,18.1,854.4000000000001
69,31,6,3,Blackwalnut,14.9,0.0,2022-10-17 15:38:23.887,37.19945552430124,-80.575794745351,36D4C5D1-FA87-4B4E-BA79-E0A0A76858D7,11.66093889183886,398.240014324038,Black Walnut,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2FFDDB6937-D2A3-402A-8389-ADDE81218B61.png?alt=media&token=816647c0-861a-492c-93fa-872a504702ce,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2FB01AFC4C-CC7F-4948-8E35-D88B696B746B.png?alt=media&token=0839731d-1a09-48e0-939c-40b5c3deb415,48A3274A-5E61-4644-8C5E-0E856E87AF4F,R6;p3,6.0,3.0,720.0,31,Blackwalnut,68.1,14.9,817.1999999999999
70,31,6,3,Blackwalnut,14.9,0.0,2022-10-17 16:01:37.625,37.19961265105493,-80.57596206672542,514070F0-2FA5-44C3-8AC7-E768856BED28,13.34941175978953,473.3625922616073,Black Walnut,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2FBBF8FA5F-7963-4D8B-A5B4-1493AD5114F9.png?alt=media&token=7768927d-0461-4c12-870e-59ff1b0b6bad,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F43E7D248-37D2-4CE4-A148-4D141AEF668F.png?alt=media&token=59f99e33-6a62-4bed-bd66-05f710bf2403,5F2EA33C-65AD-4826-BF5C-D585E410C877,R6P3,6.0,3.0,720.0,31,Blackwalnut,68.1,14.9,817.1999999999999
